user_input,retrieved_contexts,response,reference,faithfulness
Cao huyết áp có ăn khô bò được không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Cao huyết áp có ăn khô bò được không?\n💡 Chuyên gia tư vấn: Nên hạn chế. Khô bò chứa lượng natri từ gia vị ướp và chất bảo quản rất cao, đồng thời chứa purin, người bệnh tăng huyết áp chỉ nên ăn lượng cực nhỏ hoặc tránh dùng thường xuyên.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","Cao huyết áp có thể ăn khô bò nhưng nên hạn chế do chứa lượng natri và purin cao.
📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Nên hạn chế. Khô bò chứa lượng natri từ gia vị ướp và chất bảo quản rất cao, đồng thời chứa purin, người bệnh tăng huyết áp chỉ nên ăn lượng cực nhỏ hoặc tránh dùng thường xuyên.",75.0
Bị cả hai bệnh thì có nên giảm cân không?,"[""🚨 ĐỒ THỊ TRỐNG: Hệ thống chưa cập nhật dữ liệu cho thực phẩm 'Cả hai bệnh thì' 🚨""]","Chưa cập nhật.

📚 Nguồn trích dẫn y văn gốc: Chưa cập nhật","Rất nên. Ở người thừa cân, béo phì, việc phối hợp chế độ dinh dưỡng và thay đổi lối sống để giảm ≥ 5% trọng lượng cơ thể sẽ đem lại lợi ích kép cho cả việc kiểm soát đường huyết, lipid máu và hạ huyết áp.",0.0
Tôi bị tiểu đường có ăn thanh long được không?,"[""🚨 ĐỒ THỊ TRỐNG: Hệ thống chưa cập nhật dữ liệu cho thực phẩm 'Tôi bị tiểu đường' 🚨""]","Chưa cập nhật 

📚 Nguồn trích dẫn y văn gốc: Chưa cập nhật","Được. Quả thanh long chứa hàm lượng chất xơ dồi dào (1.8g chất xơ/100g) và lượng đường vừa phải, người bệnh đái tháo đường có thể ăn khoảng 1/4 quả trung bình (~115g) cho mỗi bữa phụ.",
Cao huyết áp ăn mắm cá linh được không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Cao huyết áp ăn mắm cá linh được không?\n💡 Chuyên gia tư vấn: Không nên. Tất cả các loại mắm đặc, mắm cá linh đều chứa hàm lượng muối natri bão hòa rất cao để lên men, là tác nhân trực tiếp làm tăng huyết áp và tăng gánh nặng suy giảm chức năng thận.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","Mắm cá linh chứa hàm lượng muối natri bão hòa rất cao. 
Natri: Chưa cập nhật
📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Không nên. Tất cả các loại mắm đặc, mắm cá linh đều chứa hàm lượng muối natri bão hòa rất cao để lên men, là tác nhân trực tiếp làm tăng huyết áp và tăng gánh nặng suy giảm chức năng thận.",
Bị tiểu đường có nên ăn yến mạch buổi sáng không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Bị tiểu đường có nên ăn yến mạch buổi sáng không?\n💡 Chuyên gia tư vấn: Có, rất tốt. Yến mạch cung cấp nguồn glucid phức hợp và giàu chất xơ hòa tan (beta-glucan), có chỉ số đường huyết thấp (GI = 85 nhưng hấp thu từ từ), hỗ trợ kiểm soát đường huyết và hạ mỡ máu tối ưu.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","GI của yến mạch là 85. 
Chỉ số này cho thấy yến mạch có thể hỗ trợ kiểm soát đường huyết.

📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Có, rất tốt. Yến mạch cung cấp nguồn glucid phức hợp và giàu chất xơ hòa tan (beta-glucan), có chỉ số đường huyết thấp (GI = 85 nhưng hấp thu từ từ), hỗ trợ kiểm soát đường huyết và hạ mỡ máu tối ưu.",66.67
Cả tiểu đường lẫn tăng huyết áp thì có cần tập thể dục không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Cả tiểu đường lẫn tăng huyết áp thì có cần tập thể dục không?\n💡 Chuyên gia tư vấn: Rất cần thiết. Hoạt động thể lực thông dụng như đi bộ 30 phút mỗi ngày giúp tăng cường hoạt động chuyển hóa insulin, cải thiện dung nạp glucose đồng thời hỗ trợ làm giảm và ổn định chỉ số huyết áp.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","30 phút mỗi ngày. 
📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Rất cần thiết. Hoạt động thể lực thông dụng như đi bộ 30 phút mỗi ngày giúp tăng cường hoạt động chuyển hóa insulin, cải thiện dung nạp glucose đồng thời hỗ trợ làm giảm và ổn định chỉ số huyết áp.",50.0
Tiểu đường có được ăn bưởi không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Tiểu đường có được ăn bưởi không?\n💡 Chuyên gia tư vấn: Được, rất khuyến khích. Quả bưởi giàu chất xơ (137g múi bưởi tương đương 1 đơn vị chuyển đổi), nhiều vitamin C và có chỉ số đường huyết thấp, hỗ trợ giữ cơ thể no lâu và kiểm soát đường huyết an toàn.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","Chỉ số đường huyết của bưởi thấp. 
Chứa 137g chất xơ trong 1 đơn vị chuyển đổi múi bưởi.
📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Được, rất khuyến khích. Quả bưởi giàu chất xơ (137g múi bưởi tương đương 1 đơn vị chuyển đổi), nhiều vitamin C và có chỉ số đường huyết thấp, hỗ trợ giữ cơ thể no lâu và kiểm soát đường huyết an toàn.",
Cao huyết áp có nên ăn thịt kho mặn không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Cao huyết áp có nên ăn thịt kho mặn không?\n💡 Chuyên gia tư vấn: Không nên. Thịt kho mặn sử dụng lượng lớn muối, nước mắm, nước tương khi chế biến, chứa lượng natri tích lũy cao, đi kèm mỡ lợn có nhiều acid béo bão hòa sẽ làm tăng huyết áp và xơ vữa mạch máu.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","Thịt kho mặn chứa lượng natri tích lũy cao và mỡ lợn có nhiều acid béo bão hòa.
📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Không nên. Thịt kho mặn sử dụng lượng lớn muối, nước mắm, nước tương khi chế biến, chứa lượng natri tích lũy cao, đi kèm mỡ lợn có nhiều acid béo bão hòa sẽ làm tăng huyết áp và xơ vữa mạch máu.",
Bị cả hai bệnh có nên ăn lẩu mắm không?,"[""🚨 ĐỒ THỊ TRỐNG: Hệ thống chưa cập nhật dữ liệu cho thực phẩm 'Cả hai bệnh' 🚨""]","Chưa cập nhật 
📚 Nguồn trích dẫn y văn gốc: Chưa cập nhật","Nên hạn chế tối đa. Nước cốt lẩu mắm chứa lượng natri cực kỳ cao từ mắm cốt cô đặc, kết hợp với các loại thịt mỡ làm tăng gánh mạch máu và huyết áp, không phù hợp cho người có cả hai bệnh lý nền.",50.0
Tiểu đường có ăn dưa hấu được không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Tiểu đường có ăn dưa hấu được không?\n💡 Chuyên gia tư vấn: Được, nhưng chỉ ăn lượng vừa phải. Dưa hấu có chỉ số đường huyết tương đối cao (GI = 72) nhưng tải lượng đường huyết trong 100g thấp (GL = 3.6). Mỗi lần người bệnh chỉ nên ăn khoảng 3 miếng nhỏ (~280g cả vỏ).\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","Dưa hấu có chỉ số đường huyết (GI) là 72, tải lượng đường huyết (GL) là 3.6 trong 100g. Mỗi lần ăn khoảng 280g cả vỏ.

📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Được, nhưng chỉ ăn lượng vừa phải. Dưa hấu có chỉ số đường huyết tương đối cao (GI = 72) nhưng tải lượng đường huyết trong 100g thấp (GL = 3.6). Mỗi lần người bệnh chỉ nên ăn khoảng 3 miếng nhỏ (~280g cả vỏ).",100.0
Cao huyết áp có nên ăn xúc xích nướng không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Cao huyết áp có nên ăn xúc xích nướng không?\n💡 Chuyên gia tư vấn: Không nên. Xúc xích nướng chứa chất béo bão hòa cao và lượng muối natri lớn (~287 mg/100g) phục vụ chế biến sẵn, hoàn toàn không tốt cho thành mạch và kiểm soát huyết áp tâm thu.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","Xúc xích nướng chứa 287 mg Natri/100g. 

📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Không nên. Xúc xích nướng chứa chất béo bão hòa cao và lượng muối natri lớn (~287 mg/100g) phục vụ chế biến sẵn, hoàn toàn không tốt cho thành mạch và kiểm soát huyết áp tâm thu.",100.0
Bị cả hai bệnh thì uống trà sữa hay nước lọc tốt hơn?,"[""--- DỮ LIỆU ĐỒ THỊ TRI THỨC ĐO ĐẠC THỰC TẾ ---\n Thực thể tìm thấy: Trà sữa | Nhãn hệ thống: ['Alias']\n - Năng lượng: None kcal | Carbohydrate (Carb): None g\n""]","Năng lượng: Chưa cập nhật kcal 
Carbohydrate (Carb): Chưa cập nhật g

📚 Nguồn trích dẫn y văn gốc: 
- Tên tài liệu: source_document
- Số trang: source_page","Nước lọc tốt hơn tuyệt đối. Nước lọc đun sôi để nguội giúp làm sạch và duy trì cân bằng nội môi mà không chứa calo, không chứa đường đơn hay chất béo bão hòa như trà sữa, bảo vệ an toàn mạch máu.",40.0
Tiểu đường có nên ăn nhiều trái cây cùng lúc không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Tiểu đường có nên ăn nhiều trái cây cùng lúc không?\n💡 Chuyên gia tư vấn: Không nên. Việc tiêu thụ một lượng lớn trái cây chín (ngay cả loại đường tự nhiên fructose) trong cùng một bữa sẽ làm quá tải hệ thống men chuyển hóa, gây tăng vọt glucose máu sau khi ăn.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","Không nên ăn nhiều trái cây cùng lúc.

📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Không nên. Việc tiêu thụ một lượng lớn trái cây chín (ngay cả loại đường tự nhiên fructose) trong cùng một bữa sẽ làm quá tải hệ thống men chuyển hóa, gây tăng vọt glucose máu sau khi ăn.",100.0
Cao huyết áp có cần giảm muối suốt đời không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Cao huyết áp có cần giảm muối suốt đời không?\n💡 Chuyên gia tư vấn: Có, cần duy trì lâu dài. Hạn chế lượng muối ăn vào (< 5g-6g muối/ngày) là một nguyên tắc can thiệp lối sống có hiệu quả lâu dài giúp giảm tỷ lệ tái phát tai biến và ổn định huyết áp muôn đời.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","Cao huyết áp cần giảm muối, hạn chế lượng muối ăn vào dưới 5g-6g muối mỗi ngày.

📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Có, cần duy trì lâu dài. Hạn chế lượng muối ăn vào (< 5g-6g muối/ngày) là một nguyên tắc can thiệp lối sống có hiệu quả lâu dài giúp giảm tỷ lệ tái phát tai biến và ổn định huyết áp muôn đời.",100.0
Bị cả hai bệnh có nên uống bia cuối tuần không?,"[""🚨 ĐỒ THỊ TRỐNG: Hệ thống chưa cập nhật dữ liệu cho thực phẩm 'Cả hai bệnh' 🚨""]","Chưa cập nhật 

📚 Nguồn trích dẫn y văn gốc: Chưa cập nhật","Cần hạn chế tối đa. Rượu bia có thể ức chế quá trình tân tạo đường ở gan gây hạ đường huyết đột ngột lúc xa bữa ăn, đồng thời hủy hoại tế bào gan, làm tăng các yếu tố rủi ro tim mạch và đột quỵ mạn tính.",33.33
Tiểu đường ăn cơm xong có nên đi bộ không?,"['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Tiểu đường ăn cơm xong có nên đi bộ không?\n💡 Chuyên gia tư vấn: Có, rất tốt. Đi bộ nhẹ nhàng sau 3 bữa ăn chính (khoảng 10-15 phút mỗi lần) giúp cơ bắp tiêu thụ bớt lượng glucose tự do trong máu, giảm đỉnh đường huyết sau ăn rất hiệu quả.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n']","Đi bộ nhẹ nhàng sau 3 bữa ăn chính (khoảng 10-15 phút mỗi lần) giúp cơ bắp tiêu thụ bớt lượng glucose tự do trong máu, giảm đỉnh đường huyết sau ăn rất hiệu quả.
📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế","Có, rất tốt. Đi bộ nhẹ nhàng sau 3 bữa ăn chính (khoảng 10-15 phút mỗi lần) giúp cơ bắp tiêu thụ bớt lượng glucose tự do trong máu, giảm đỉnh đường huyết sau ăn rất hiệu quả.",60.0
Bị cả tiểu đường với tăng huyết áp thì nguyên tắc ăn uống quan trọng nhất là gì?,['--- TRI THỨC ĐỐI THOẠI LÂM SÀNG ĐÃ ĐỐI SOÁT (BỘ Y TẾ) ---\n❓ Tình huống lâm sàng: Bị cả tiểu đường với tăng huyết áp thì nguyên tắc ăn uống quan trọng nhất là gì?\n💡 Chuyên gia tư vấn: Nguyên tắc kết hợp quan trọng nhất là: Kiểm soát chặt chẽ lượng carbohydrate trong mỗi bữa để tránh tăng đường huyết; Đồng thời giảm nghiêm ngặt lượng natri (< 2000mg/ngày) để hạ huyết áp; Và tăng cường chất xơ từ rau xanh phong phú.\n📚 Nguồn trích dẫn: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế (Khẩu ngữ hóa)\n'],"Kiểm soát chặt chẽ lượng carbohydrate và giảm nghiêm ngặt lượng natri (< 2000mg/ngày).

📚 Nguồn trích dẫn y văn gốc: Tài liệu Dinh dưỡng lâm sàng - Bộ Y tế",Nguyên tắc kết hợp quan trọng nhất là: Kiểm soát chặt chẽ lượng carbohydrate trong mỗi bữa để tránh tăng đường huyết; Đồng thời giảm nghiêm ngặt lượng natri (< 2000mg/ngày) để hạ huyết áp; Và tăng cường chất xơ từ rau xanh phong phú.,66.67
If vừa bị tiểu đường vừa bị tăng huyết áp thì nên ưu tiên mục tiêu dinh dưỡng nào?,"[""--- DỮ LIỆU ĐỒ THỊ TRI THỨC ĐO ĐẠC THỰC TẾ ---\n Thực thể tìm thấy: Tăng huyết áp | Nhãn hệ thống: ['Disease']\n - Năng lượng: None kcal | Carbohydrate (Carb): None g\n""]","Năng lượng: Chưa cập nhật kcal 
Carbohydrate (Carb): Chưa cập nhật g

📚 Nguồn trích dẫn y văn gốc: 
- Tên tài liệu: source_document
- Số trang: source_page",Cần đạt đồng thời 3 mục tiêu: Một là đạt mục tiêu kiểm soát glucose máu (HbA1c < 7%); Hai là duy trì huyết áp mục tiêu (< 130/80 mmHg); Ba là quản lý ổn định cân nặng ở mức hợp lý (BMI từ 19 đến dưới 23).,0.0
